"UTC";"Period";"Wind parks production";"Wind parks production forecast - BRPs";"Wind parks production forecast - system operator"
"1692334800";"18.08.2023 08:00";"60";"47,9";"41,192"
"1692338400";"18.08.2023 09:00";"53,7";"40,2";"33,37"
"1692342000";"18.08.2023 10:00";"48";"40,1";"33,679"
"1692345600";"18.08.2023 11:00";"49,3";"38,1";"38,309"
"1692349200";"18.08.2023 12:00";"76,8";"39,8";"61,089"
"1692352800";"18.08.2023 13:00";"77,4";"60,9";"65,918"
"1692356400";"18.08.2023 14:00";"98,5";"65,5";"65,915"
"1692360000";"18.08.2023 15:00";"113,7";"59,9";"73,325"
"1692363600";"18.08.2023 16:00";"97,6";"63,7";"74,694"
"1692367200";"18.08.2023 17:00";"92,4";"80,1";"76,6"
"1692370800";"18.08.2023 18:00";"94,2";"87,1";"81,784"
"1692374400";"18.08.2023 19:00";"110,9";"83,9";"91,268"
"1692378000";"18.08.2023 20:00";"117";"89,7";"93,541"
"1692381600";"18.08.2023 21:00";"136";"95,8";"103,924"
"1692385200";"18.08.2023 22:00";"126,4";"101,5";"98,927"
"1692388800";"18.08.2023 23:00";"99,7";"90,6";"103,954"
"1692392400";"19.08.2023 00:00";"86,8";"81,3";"99,07"
"1692396000";"19.08.2023 01:00";"77,3";"75,6";"88,495"
"1692399600";"19.08.2023 02:00";"67,4";"66,1";"78,385"
"1692403200";"19.08.2023 03:00";"63,1";"57,3";"77,537"
"1692406800";"19.08.2023 04:00";"56,2";"59,8";"68,093"
"1692410400";"19.08.2023 05:00";"49,1";"56,4";"61,601"
"1692414000";"19.08.2023 06:00";"43";"50,9";"50,085"
"1692417600";"19.08.2023 07:00";"32,5";"43,5";"44,493"
"1692421200";"19.08.2023 08:00";"25,5";"38,2";"36,356"
"1692424800";"19.08.2023 09:00";"34,3";"33,7";"34,219"
"1692428400";"19.08.2023 10:00";"29";"38,2";"25,901"
"1692432000";"19.08.2023 11:00";"27,6";"35,9";"28,277"
"1692435600";"19.08.2023 12:00";"26,1";"34,9";"29,081"
"1692439200";"19.08.2023 13:00";"19,2";"34,5";"31,077"
"1692442800";"19.08.2023 14:00";"23,5";"33,9";"34,016"
"1692446400";"19.08.2023 15:00";"26,3";"33,1";"38,179"
"1692450000";"19.08.2023 16:00";"29,4";"35,1";"32,886"
"1692453600";"19.08.2023 17:00";"30,3";"39,7";"55,963"
"1692457200";"19.08.2023 18:00";"29,9";"36,3";"55,337"
"1692460800";"19.08.2023 19:00";"34,5";"38";"61,192"
"1692464400";"19.08.2023 20:00";"38";"45,8";"64,152"
"1692468000";"19.08.2023 21:00";"41,5";"41,4";"77,374"
"1692471600";"19.08.2023 22:00";"48,8";"38,9";"61,658"
"1692475200";"19.08.2023 23:00";"50,7";"36,7";"63,358"
"1692478800";"20.08.2023 00:00";"52,5";"41,5";"55,769"
"1692482400";"20.08.2023 01:00";"45,9";"43,9";"59,272"
"1692486000";"20.08.2023 02:00";"44,1";"43,5";"52,976"
"1692489600";"20.08.2023 03:00";"44,5";"41,9";"53,587"
"1692493200";"20.08.2023 04:00";"52,4";"39,7";"51,301"
"1692496800";"20.08.2023 05:00";"53,8";"48,7";"55,506"
"1692500400";"20.08.2023 06:00";"50,8";"50,7";"48,577"
"1692504000";"20.08.2023 07:00";"43,9";"49,4";"45,27"
"1692507600";"20.08.2023 08:00";"43,3";"42,2";"42,353"
"1692511200";"20.08.2023 09:00";"34,9";"37,7";"36,853"
"1692514800";"20.08.2023 10:00";"26,4";"34,5";"34,009"
"1692518400";"20.08.2023 11:00";"29,6";"27,6";"34,624"
"1692522000";"20.08.2023 12:00";"39,4";"34,8";"29,36"
"1692525600";"20.08.2023 13:00";"41,5";"36,1";"34,959"
"1692529200";"20.08.2023 14:00";"43,9";"35,8";"31,033"
"1692532800";"20.08.2023 15:00";"51,9";"38,2";"34,127"
"1692536400";"20.08.2023 16:00";"45,6";"32,5";"33,478"
"1692540000";"20.08.2023 17:00";"32,9";"36,8";"37,425"
"1692543600";"20.08.2023 18:00";"24,9";"30,5";"29,709"
"1692547200";"20.08.2023 19:00";"21,8";"31,3";"34,609"
"1692550800";"20.08.2023 20:00";"16,2";"32,8";"31,84"
"1692554400";"20.08.2023 21:00";"20,5";"28,4";"39,235"
"1692558000";"20.08.2023 22:00";"27,7";"33,2";"30,444"
"1692561600";"20.08.2023 23:00";"24,5";"26,2";"31,106"
"1692565200";"21.08.2023 00:00";"21";"24,3";"21,564"
"1692568800";"21.08.2023 01:00";"19";"21,4";"19,138"
"1692572400";"21.08.2023 02:00";"20,9";"19,2";"20,197"
"1692576000";"21.08.2023 03:00";"26,4";"15,6";"17,999"
"1692579600";"21.08.2023 04:00";"20,4";"13,5";"13,327"
"1692583200";"21.08.2023 05:00";"19,1";"11,4";"15,254"
"1692586800";"21.08.2023 06:00";"17,6";"9";"11,42"
"1692590400";"21.08.2023 07:00";"13,5";"17,6";"9,35"
"1692594000";"21.08.2023 08:00";"14,6";"14,6";"6,304"
"1692597600";"21.08.2023 09:00";"15,9";"12,7";"5,035"
"1692601200";"21.08.2023 10:00";"17,7";"12,3";"4,72"
"1692604800";"21.08.2023 11:00";"21";"12,3";"6,874"
"1692608400";"21.08.2023 12:00";"21,7";"14,6";"10,739"
"1692612000";"21.08.2023 13:00";"32,1";"18,4";"18,246"
"1692615600";"21.08.2023 14:00";"34";"21,4";"13,129"
"1692619200";"21.08.2023 15:00";"36,5";"25,4";"19,997"
"1692622800";"21.08.2023 16:00";"54,7";"28,1";"23,391"
"1692626400";"21.08.2023 17:00";"53";"28,6";"25,219"
"1692630000";"21.08.2023 18:00";"48,3";"38,8";"19,589"
"1692633600";"21.08.2023 19:00";"33,5";"36,7";"24,572"
"1692637200";"21.08.2023 20:00";"33,3";"33,7";"29,838"
"1692640800";"21.08.2023 21:00";"49";"30";"32,444"
"1692644400";"21.08.2023 22:00";"58,9";"40,2";"28,46"
"1692648000";"21.08.2023 23:00";"65,6";"50,4";"29,447"
"1692651600";"22.08.2023 00:00";"60,2";"49";"36,245"
"1692655200";"22.08.2023 01:00";"45";"39,2";"32,936"
"1692658800";"22.08.2023 02:00";"45,5";"35,3";"37,031"
"1692662400";"22.08.2023 03:00";"52,1";"34,8";"31,99"
"1692666000";"22.08.2023 04:00";"50,6";"32,1";"30,456"
"1692669600";"22.08.2023 05:00";"49,1";"33,5";"31,841"
"1692673200";"22.08.2023 06:00";"57";"37";"31,024"
"1692676800";"22.08.2023 07:00";"55,3";"33,7";"31,182"
"1692680400";"22.08.2023 08:00";"46,6";"34,4";"28,475"
"1692684000";"22.08.2023 09:00";"46,7";"35,7";"24,79"
"1692687600";"22.08.2023 10:00";"61";"34,6";"27,479"
"1692691200";"22.08.2023 11:00";"77,5";"47,7";"36,647"
"1692694800";"22.08.2023 12:00";"75,9";"58,7";"38,186"
"1692698400";"22.08.2023 13:00";"93,9";"62,5";"49,394"
"1692702000";"22.08.2023 14:00";"102,5";"62";"44,621"
"1692705600";"22.08.2023 15:00";"107";"60,6";"50,666"
"1692709200";"22.08.2023 16:00";"105,1";"59,2";"56,157"
"1692712800";"22.08.2023 17:00";"87,5";"61,4";"55,122"
"1692716400";"22.08.2023 18:00";"75";"51,6";"54,328"
"1692720000";"22.08.2023 19:00";"74,2";"45,4";"50,576"
"1692723600";"22.08.2023 20:00";"69,6";"44,4";"42,212"
"1692727200";"22.08.2023 21:00";"63,4";"40,3";"41,132"
"1692730800";"22.08.2023 22:00";"70,5";"40,5";"42,247"
"1692734400";"22.08.2023 23:00";"68,6";"40,7";"39,837"
"1692738000";"23.08.2023 00:00";"66,6";"40,8";"40,12"
"1692741600";"23.08.2023 01:00";"65,5";"44,1";"37,973"
"1692745200";"23.08.2023 02:00";"58,3";"44,4";"38,416"
"1692748800";"23.08.2023 03:00";"57,8";"43";"39,359"
"1692752400";"23.08.2023 04:00";"53,7";"40,6";"34,728"
"1692756000";"23.08.2023 05:00";"54,5";"34,5";"32,567"
"1692759600";"23.08.2023 06:00";"53,4";"28,2";"28,104"
"1692763200";"23.08.2023 07:00";"56,5";"24,6";"28,984"
"1692766800";"23.08.2023 08:00";"43,8";"22,3";"19,262"
"1692770400";"23.08.2023 09:00";"38,8";"18,3";"19,916"
"1692774000";"23.08.2023 10:00";"36";"17,4";"17,334"
"1692777600";"23.08.2023 11:00";"41,8";"15,8";"20,041"
"1692781200";"23.08.2023 12:00";"46,1";"17,7";"14,205"
"1692784800";"23.08.2023 13:00";"45,8";"21,9";"15,339"
"1692788400";"23.08.2023 14:00";"52,8";"22,7";"20,951"
"1692792000";"23.08.2023 15:00";"50,9";"33,7";"22,615"
"1692795600";"23.08.2023 16:00";"47,9";"25,1";"22,823"
"1692799200";"23.08.2023 17:00";"42,8";"21,6";"19,651"
"1692802800";"23.08.2023 18:00";"37,1";"16";"17,827"
"1692806400";"23.08.2023 19:00";"26,1";"12,5";"17,046"
"1692810000";"23.08.2023 20:00";"24,4";"10,1";"14,034"
"1692813600";"23.08.2023 21:00";"28,5";"10,2";"14,632"
"1692817200";"23.08.2023 22:00";"28,6";"11,6";"12,724"
"1692820800";"23.08.2023 23:00";"26,6";"11,6";"14,419"
"1692824400";"24.08.2023 00:00";"16";"12,2";"12,845"
"1692828000";"24.08.2023 01:00";"10,9";"9";"12,421"
"1692831600";"24.08.2023 02:00";"11";"8,6";"10,608"
"1692835200";"24.08.2023 03:00";"14,1";"9,1";"9,956"
"1692838800";"24.08.2023 04:00";"12,6";"8,3";"9,973"
"1692842400";"24.08.2023 05:00";"13,4";"8,2";"9,586"
"1692846000";"24.08.2023 06:00";"13,9";"7,4";"7,544"
"1692849600";"24.08.2023 07:00";"17";"5,6";"7,483"
"1692853200";"24.08.2023 08:00";"16";"4,7";"5,135"
"1692856800";"24.08.2023 09:00";"20,9";"3,1";"6,303"
"1692860400";"24.08.2023 10:00";"21,1";"2,7";"3,659"
"1692864000";"24.08.2023 11:00";"26,8";"3,7";"4,557"
"1692867600";"24.08.2023 12:00";"35,5";"5";"5,563"
"1692871200";"24.08.2023 13:00";"36,4";"6";"5,512"
"1692874800";"24.08.2023 14:00";"40,5";"7,5";"4,629"
"1692878400";"24.08.2023 15:00";"39,3";"6,9";"6,314"
"1692882000";"24.08.2023 16:00";"35,9";"7,9";"7,64"
"1692885600";"24.08.2023 17:00";"26,3";"8,8";"9,638"
"1692889200";"24.08.2023 18:00";"30";"7,2";"10,523"
"1692892800";"24.08.2023 19:00";"36,8";"7,8";"8,947"
"1692896400";"24.08.2023 20:00";"23,4";"11,4";"7,967"
"1692900000";"24.08.2023 21:00";"20,3";"10,6";"10,319"
"1692903600";"24.08.2023 22:00";"23,4";"9,1";"11,887"
"1692907200";"24.08.2023 23:00";"25,6";"11";"11,106"
"1692910800";"25.08.2023 00:00";"27,4";"10,1";"10,956"
"1692914400";"25.08.2023 01:00";"27,3";"10,6";"11,457"
"1692918000";"25.08.2023 02:00";"21,6";"9,1";"8,952"
"1692921600";"25.08.2023 03:00";"12,1";"10,8";"9,197"
"1692925200";"25.08.2023 04:00";"14,4";"5,5";"8,217"
"1692928800";"25.08.2023 05:00";"13,9";"5,8";"6,837"
"1692932400";"25.08.2023 06:00";"9,6";"4,9";"5,26"
"1692936000";"25.08.2023 07:00";"13,4";"3,4";"3,331"
"1692939600";"25.08.2023 08:00";"16,2";"2,1";"3,305"
"1692943200";"25.08.2023 09:00";"21,2";"2,6";"3,853"
"1692946800";"25.08.2023 10:00";"26,8";"2,5";"3,201"
"1692950400";"25.08.2023 11:00";"30,5";"2,3";"3,967"
"1692954000";"25.08.2023 12:00";"31,5";"3,4";"5,114"
"1692957600";"25.08.2023 13:00";"32,5";"3,6";"6,703"
"1692961200";"25.08.2023 14:00";"32,8";"4,5";"5,256"
"1692964800";"25.08.2023 15:00";"30,5";"6,1";"5,313"
"1692968400";"25.08.2023 16:00";"22,7";"6,6";"5,542"
"1692972000";"25.08.2023 17:00";"15,8";"6,9";"6,055"
"1692975600";"25.08.2023 18:00";"11,7";"5,6";"6,207"
"1692979200";"25.08.2023 19:00";"8,2";"5";"7,085"
"1692982800";"25.08.2023 20:00";"8,3";"4,7";"6,933"
"1692986400";"25.08.2023 21:00";"8,2";"5,2";"7,551"
"1692990000";"25.08.2023 22:00";"10,3";"10,9";"8,702"
"1692993600";"25.08.2023 23:00";"13,6";"7,9";"10,231"
"1692997200";"26.08.2023 00:00";"12,2";"10,7";"11,181"
"1693000800";"26.08.2023 01:00";"15,2";"15,3";"13,77"
"1693004400";"26.08.2023 02:00";"17,7";"13,3";"13,309"
"1693008000";"26.08.2023 03:00";"22,3";"19,7";"19,556"
"1693011600";"26.08.2023 04:00";"28,8";"18,5";"24,077"
"1693015200";"26.08.2023 05:00";"35,2";"21,3";"30,507"
"1693018800";"26.08.2023 06:00";"49,6";"23,8";"31,479"
"1693022400";"26.08.2023 07:00";"57,1";"24,9";"35,65"
"1693026000";"26.08.2023 08:00";"60,7";"22,6";"31,056"
"1693029600";"26.08.2023 09:00";"55,8";"23";"24,256"
"1693033200";"26.08.2023 10:00";"54,3";"25,2";"23,546"
"1693036800";"26.08.2023 11:00";"57,8";"29,8";"26,11"
"1693040400";"26.08.2023 12:00";"61,8";"36,4";"38,57"
"1693044000";"26.08.2023 13:00";"55,5";"38,1";"41,178"
"1693047600";"26.08.2023 14:00";"62,8";"39,3";"46,477"
"1693051200";"26.08.2023 15:00";"70,4";"40,7";"47,451"
"1693054800";"26.08.2023 16:00";"74,8";"45,3";"53,236"
"1693058400";"26.08.2023 17:00";"64,6";"48,2";"53,55"
"1693062000";"26.08.2023 18:00";"55,3";"45,4";"54,769"
"1693065600";"26.08.2023 19:00";"54,9";"50,6";"59,214"
"1693069200";"26.08.2023 20:00";"62,2";"52,2";"59,633"
"1693072800";"26.08.2023 21:00";"73,3";"57,6";"70,27"
"1693076400";"26.08.2023 22:00";"76";"60,6";"60,101"
"1693080000";"26.08.2023 23:00";"57,2";"59,2";"55,194"
"1693083600";"27.08.2023 00:00";"53,9";"57,9";"53,343"
"1693087200";"27.08.2023 01:00";"54,8";"51,9";"52,003"
"1693090800";"27.08.2023 02:00";"41,8";"47,7";"39,579"
"1693094400";"27.08.2023 03:00";"36,6";"39,9";"36,986"
"1693098000";"27.08.2023 04:00";"31,2";"34,7";"34,524"
"1693101600";"27.08.2023 05:00";"26,3";"29,9";"27,082"
"1693105200";"27.08.2023 06:00";"23,6";"28,4";"20,134"
"1693108800";"27.08.2023 07:00";"19";"23";"16,581"
"1693112400";"27.08.2023 08:00";"22";"17,4";"11,027"
"1693116000";"27.08.2023 09:00";"26";"14,7";"10,979"
"1693119600";"27.08.2023 10:00";"23,6";"16";"10,387"
"1693123200";"27.08.2023 11:00";"19,9";"18";"11,695"
